playerID,yearID,stint,teamID,lgID,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,BAOpp,ERA
powerte01,1992,1,CLE,AL,3,3,64,0,0,0,6,298,88,28,7,35,51,0.248,2.54
pressry01,2014,1,MIN,AL,2,0,25,0,0,0,0,85,30,9,3,8,14,0.278,2.86
pressry01,2015,1,MIN,AL,3,2,27,0,0,0,0,83,27,9,0,12,22,0.257,2.93
pressry01,2018,2,HOU,AL,1,0,26,0,0,0,2,70,11,2,1,3,32,0.138,0.77
pressry01,2019,1,HOU,AL,2,3,55,0,0,0,3,163,37,14,6,12,72,0.188,2.32
pressry01,2021,1,HOU,AL,5,3,64,0,0,0,26,192,49,16,4,13,81,0.208,2.25
pressry01,2022,1,HOU,AL,3,3,50,0,0,0,33,145,30,16,4,13,65,0.181,2.98
priceda01,2010,1,TBA,AL,19,6,32,31,2,1,0,626,170,63,15,79,188,0.221,2.72
priceda01,2011,1,TBA,AL,12,13,34,34,0,0,0,673,192,87,22,63,218,0.23,3.49
priceda01,2012,1,TBA,AL,20,5,31,31,2,1,0,633,173,60,16,59,205,0.226,2.56
priceda01,2015,1,DET,AL,9,4,21,21,3,1,0,438,133,41,13,29,138,0.241,2.53
priceda01,2015,2,TOR,AL,9,1,11,11,0,0,0,223,57,19,4,18,87,0.207,2.3
priceda01,2016,1,BOS,AL,17,9,35,35,2,0,0,690,227,102,30,50,228,0.258,3.99
priceda01,2022,1,LAN,NL,2,0,40,0,0,0,2,121,38,11,6,9,37,0.242,2.45
pricejo02,1981,1,CIN,NL,6,1,41,0,0,0,4,161,42,15,3,18,41,0.222,2.52
pricejo02,1982,1,CIN,NL,3,4,59,1,0,0,3,218,73,23,7,32,71,0.263,2.85
pricejo02,1983,1,CIN,NL,10,6,21,21,5,0,0,432,118,46,12,46,83,0.225,2.88
pricejo02,1987,1,SFN,NL,2,2,20,0,0,0,1,105,19,10,5,13,42,0.154,2.57
primra01,1943,1,CHN,NL,4,3,29,5,0,0,1,180,67,17,2,14,27,0.28,2.55
primra01,1945,1,CHN,NL,13,8,34,19,9,2,2,496,142,44,9,23,88,0.22,2.4
prinzbr01,2001,1,ARI,NL,4,1,46,0,0,0,9,123,33,12,4,19,27,0.22,2.63
priorma01,2003,1,CHN,NL,18,6,30,30,3,1,0,634,183,57,15,50,245,0.231,2.43
prokolu01,2000,1,LAN,NL,1,1,5,3,0,0,0,63,19,7,2,9,12,0.253,3.0
prolymi01,1978,1,CHA,AL,5,2,14,6,2,0,1,197,63,20,4,12,19,0.25,2.74
prolymi01,1982,1,CHN,NL,5,3,44,1,0,0,1,246,77,21,5,22,24,0.257,2.3
pruethu01,1922,1,BAL,AL,7,7,39,8,4,0,7,359,99,31,2,59,70,0.23,2.33
pughti01,1992,1,CIN,NL,4,2,7,7,0,0,0,136,47,13,2,13,18,0.276,2.58
puleoch01,1986,1,ATL,NL,1,2,5,3,1,0,0,73,13,8,4,12,18,0.16,2.96
purceda01,2013,1,CHA,AL,1,1,24,0,0,0,0,76,19,6,2,17,23,0.209,2.13
purkebo01,1962,1,CIN,NL,23,5,37,37,18,2,0,865,260,90,28,64,141,0.24,2.81
purkebo01,1966,1,PIT,NL,0,1,10,0,0,0,1,59,16,3,0,4,5,0.23,1.37
putnaza01,2014,1,CHA,AL,5,3,49,0,0,0,6,164,39,12,2,20,46,0.205,1.98
putnaza01,2016,1,CHA,AL,1,0,25,0,0,0,0,82,25,7,2,11,30,0.248,2.3
putzjj01,2006,1,SEA,AL,4,1,72,0,0,0,36,235,59,20,4,13,104,0.207,2.3
putzjj01,2007,1,SEA,AL,6,1,68,0,0,0,40,215,37,11,6,13,82,0.153,1.38
putzjj01,2010,1,CHA,AL,7,5,60,0,0,0,3,162,41,17,4,15,65,0.204,2.83
putzjj01,2011,1,ARI,NL,2,2,60,0,0,0,45,174,41,14,4,12,61,0.195,2.17
putzjj01,2012,1,ARI,NL,1,5,57,0,0,0,32,163,45,17,4,11,65,0.223,2.82
putzjj01,2013,1,ARI,NL,3,1,40,0,0,0,6,103,26,9,4,17,38,0.211,2.36
quackke01,2014,1,SDN,NL,3,3,56,0,0,0,6,163,42,15,2,18,56,0.212,2.48
quallch01,2008,1,ARI,NL,4,8,77,0,0,0,9,221,61,23,4,18,71,0.224,2.81
quallch01,2013,1,MIA,NL,5,2,66,0,0,0,0,186,57,18,4,19,49,0.251,2.61
quantca01,2020,1,SDN,NL,2,0,10,1,0,0,1,52,17,5,2,6,18,0.262,2.6
quantca01,2021,1,CLE,AL,8,3,40,22,0,0,0,449,129,48,16,47,121,0.234,2.89
quantpa01,1992,1,BOS,AL,2,3,27,0,0,0,1,148,55,12,1,15,24,0.288,2.19
quantpa01,1997,1,TOR,AL,6,7,77,0,0,0,5,264,103,19,5,17,56,0.297,1.94
quantpa01,1998,1,TOR,AL,3,4,82,0,0,0,7,240,88,23,5,22,59,0.285,2.59
quantpa01,2002,1,LAN,NL,5,4,86,0,0,0,1,230,80,23,1,25,53,0.267,2.7
quantpa01,2003,1,LAN,NL,2,5,89,0,0,0,1,232,61,15,2,15,44,0.227,1.75
queenme02,1967,1,CIN,NL,14,8,31,24,6,2,0,587,155,60,17,52,154,0.21,2.76
queenme02,1971,1,LAA,AL,2,2,44,0,0,0,4,197,49,13,3,29,53,0.212,1.78
quinnja01,1909,1,NYA,AL,9,5,23,11,8,0,1,356,110,26,1,24,36,,1.97
quinnja01,1910,1,NYA,AL,18,12,35,31,20,0,0,707,214,62,2,58,82,,2.37
quinnja01,1913,1,ATL,NL,4,3,8,7,6,1,0,169,55,15,1,7,33,0.26,2.4
quinnja01,1914,1,BLF,FL,26,14,46,42,27,4,1,1028,335,99,3,65,164,9.99,2.6
quinnja01,1918,1,CHA,AL,5,1,6,5,5,0,0,153,38,13,0,7,22,0.21,2.29
quinnja01,1919,1,NYA,AL,15,14,38,31,18,4,0,798,242,77,8,65,97,0.24,2.61
quinnja01,1928,1,OAK,AL,18,7,31,28,18,4,1,634,239,68,3,34,43,0.28,2.9
quinnja01,1931,1,LAN,NL,5,4,39,1,0,0,15,193,65,19,1,24,25,0.26,2.66
quintjo01,2022,2,SLN,NL,3,2,12,12,0,0,0,188,54,14,1,16,48,0.238,2.01
quiseda01,1980,1,KCR,AL,12,7,75,0,0,0,33,385,129,44,5,27,37,0.265,3.09
quiseda01,1981,1,KCR,AL,1,4,40,0,0,0,18,187,59,12,1,15,20,0.258,1.73
quiseda01,1982,1,KCR,AL,9,7,72,0,0,0,35,410,126,39,12,12,46,0.252,2.57
quiseda01,1983,1,KCR,AL,5,3,69,0,0,0,45,417,118,30,6,11,48,0.229,1.94
quiseda01,1984,1,KCR,AL,6,3,72,0,0,0,44,388,121,38,10,12,41,0.247,2.64
quiseda01,1985,1,KCR,AL,8,9,84,0,0,0,37,387,142,34,8,16,54,0.28,2.37
quiseda01,1986,1,KCR,AL,3,7,62,0,0,0,12,244,92,25,2,24,36,0.291,2.77
quiseda01,1987,1,KCR,AL,4,1,47,0,0,0,8,147,58,15,3,10,17,0.287,2.76
quiseda01,1989,1,SLN,NL,3,1,63,0,0,0,6,235,78,23,2,14,37,0.261,2.64
radatdi01,1962,1,BOS,AL,9,6,62,0,0,0,24,374,95,31,9,40,144,0.21,2.24
radatdi01,1963,1,BOS,AL,15,6,66,0,0,0,25,397,94,29,9,51,162,0.2,1.97
radatdi01,1964,1,BOS,AL,16,9,79,0,0,0,29,471,103,40,13,58,181,0.18,2.29
radinsc01,1991,1,CHA,AL,5,5,67,0,0,0,8,214,53,16,4,23,49,0.206,2.02
radinsc01,1992,1,CHA,AL,3,7,68,0,0,0,15,178,54,18,3,34,48,0.243,2.73
radinsc01,1996,1,LAN,NL,5,1,58,0,0,0,1,157,52,14,2,17,48,0.264,2.41
radinsc01,1997,1,LAN,NL,5,1,75,0,0,0,3,187,54,20,4,21,44,0.236,2.89
radinsc01,1998,1,LAN,NL,6,6,62,0,0,0,13,185,63,18,5,20,45,0.272,2.63
radkebr01,1997,1,MIN,AL,20,10,35,35,4,1,0,719,238,103,28,48,174,0.257,3.87
raffeke01,1952,1,CIN,NL,17,13,38,33,18,6,1,741,247,77,18,45,93,0.26,2.81
rainech01,1981,1,BOS,AL,0,1,11,2,0,0,0,120,39,12,2,13,20,0.252,2.7
raineta01,2020,1,WAS,NL,1,1,20,0,0,0,0,61,8,6,4,7,32,0.119,2.66
ramirer02,2022,1,WAS,NL,4,2,60,2,0,0,0,259,79,28,11,14,61,0.245,2.92
ramirho01,2004,1,ATL,NL,2,4,10,9,1,0,0,181,51,16,7,30,31,0.226,2.39
ramirho01,2008,1,KCR,AL,1,1,15,0,0,0,0,73,21,7,1,1,11,0.228,2.59
ramirjc01,2016,2,LAA,AL,2,1,43,0,0,0,1,139,42,15,5,13,31,0.241,2.91
ramirno01,2020,1,LAA,AL,1,0,21,0,0,0,0,63,15,7,2,9,14,0.203,3.0
ramirno01,2021,2,ARI,NL,0,2,36,0,0,0,1,98,18,10,2,11,29,0.157,2.76
ramirra02,2008,1,KCR,AL,3,2,71,0,0,0,1,215,57,21,2,31,70,0.222,2.64
ramirra02,2009,1,BOS,AL,7,4,70,0,0,0,0,209,61,22,7,32,52,0.233,2.84
ramirra02,2010,2,SFN,NL,1,0,25,0,0,0,1,81,13,2,1,11,15,0.137,0.67
ramirra02,2011,1,SFN,NL,3,3,66,0,0,0,4,206,54,20,3,26,66,0.216,2.62
ramiryo01,2020,1,SEA,AL,0,0,16,0,0,0,3,62,9,6,3,20,26,0.13,2.61
ramosaj01,2014,1,MIA,NL,7,0,68,0,0,0,0,192,36,15,1,43,73,0.164,2.11
ramosaj01,2015,1,MIA,NL,2,4,71,0,0,0,32,211,45,18,6,26,87,0.184,2.3
ramosaj01,2016,1,MIA,NL,1,4,67,0,0,0,40,192,52,20,1,35,73,0.223,2.81
ramosce01,2012,1,TBA,AL,1,0,17,1,0,0,0,90,19,7,2,10,29,0.176,2.1
ramosce01,2015,1,LAA,AL,2,1,65,0,0,0,0,157,55,16,2,15,43,0.279,2.75
ramosed02,2018,1,PHI,NL,3,1,52,0,0,0,1,128,34,11,4,15,42,0.218,2.32
ramospe01,1964,2,NYA,AL,1,0,13,0,0,0,8,65,13,3,1,0,21,0.18,1.25
ramospe01,1965,1,NYA,AL,5,5,65,0,0,0,19,277,80,30,7,27,68,0.23,2.92
ramsdwi01,1952,1,CHN,NL,2,3,19,4,0,0,0,201,41,18,5,24,30,0.17,2.42
rapadcl01,2012,1,NYA,AL,3,0,70,0,0,0,0,115,29,12,2,17,38,0.215,2.82
raschvi01,1949,1,NYA,AL,21,10,38,37,21,3,0,824,247,102,16,138,124,0.24,3.34
raschvi01,1950,1,NYA,AL,21,8,33,32,17,2,1,770,232,114,19,116,155,0.24,4.0
raschvi01,1951,1,NYA,AL,21,10,35,34,15,4,0,775,233,94,20,103,164,0.24,3.27
raschvi01,1952,1,NYA,AL,16,6,31,31,13,4,0,669,174,69,13,91,127,0.21,2.78
rasmude01,1988,2,SDN,NL,14,4,20,20,6,0,0,445,131,42,9,36,85,0.238,2.55
rasmude01,1992,2,KCR,AL,4,1,5,5,1,1,0,113,25,6,0,6,12,0.197,1.43
rasmudr01,2021,2,TBA,AL,4,0,20,10,0,0,0,177,44,16,3,13,48,0.205,2.44
rasmudr01,2022,1,TBA,AL,11,7,28,28,0,0,0,438,121,46,13,31,125,0.222,2.84
rauchjo01,2004,2,WAS,NL,3,0,9,2,0,0,0,70,14,4,1,7,18,0.175,1.54
rauchjo01,2008,1,WAS,NL,4,2,48,0,0,0,17,145,42,16,5,7,44,0.232,2.98
raudo01,1972,1,LAN,NL,2,2,7,3,2,0,0,98,18,8,1,11,19,0.159,2.2
raudo01,1976,1,LAN,NL,16,12,34,32,8,3,0,693,221,66,18,69,98,0.258,2.57
rautzla01,1978,1,LAN,NL,2,1,43,0,0,0,4,184,61,20,1,19,25,0.263,2.93
raych01,2005,1,BAL,AL,1,3,41,0,0,0,0,122,34,12,5,18,43,0.222,2.66
raych01,2006,1,BAL,AL,4,4,61,0,0,0,33,198,45,20,10,27,51,0.193,2.73
rayji01,1968,1,HOU,NL,2,3,41,2,1,0,1,242,65,24,5,25,71,0.22,2.68
rayji01,1971,1,HOU,NL,10,4,47,1,0,0,3,293,72,23,3,31,46,0.211,2.12
raymocl01,1962,1,ATL,NL,5,5,26,0,0,0,10,128,37,13,5,15,40,0.23,2.74
raymocl01,1964,1,HOU,NL,5,5,38,0,0,0,0,239,64,25,3,22,56,0.22,2.82
raymocl01,1965,1,HOU,NL,7,4,33,7,2,0,5,289,87,31,6,16,79,0.24,2.9
raymocl01,1967,2,ATL,NL,4,1,28,0,0,0,5,103,33,10,2,11,14,0.26,2.62
raymocl01,1968,1,ATL,NL,3,5,36,0,0,0,10,181,56,19,4,18,37,0.25,2.83
rayro02,2016,1,ARI,NL,8,15,32,32,0,0,0,523,185,95,24,71,218,0.267,4.9
rayro02,2017,1,ARI,NL,15,5,28,28,1,1,0,486,116,52,23,71,218,0.199,2.89
rayro02,2019,1,ARI,NL,12,8,33,33,0,0,0,523,150,84,30,84,235,0.234,4.34
rayro02,2021,1,TOR,AL,13,7,32,32,0,0,0,580,150,61,33,52,248,0.21,2.84
rayro02,2022,1,SEA,AL,12,12,32,32,0,0,0,567,163,78,32,62,212,0.231,3.71
reamebr01,2000,1,SLN,NL,2,1,8,7,0,0,0,122,30,13,4,23,31,0.207,2.88
reardje01,1979,1,NYN,NL,1,2,18,0,0,0,2,62,12,4,2,9,10,0.174,1.74
reardje01,1980,1,NYN,NL,8,7,61,0,0,0,6,331,96,32,10,47,101,0.231,2.61
reardje01,1981,2,WAS,NL,2,0,25,0,0,0,6,125,21,6,3,9,21,0.148,1.3
reardje01,1982,1,WAS,NL,7,4,75,0,0,0,26,327,87,25,6,36,86,0.221,2.06
reardje01,1984,1,WAS,NL,7,7,68,0,0,0,23,261,70,28,5,37,79,0.22,2.9
reardje01,1985,1,WAS,NL,2,8,63,0,0,0,41,263,68,31,7,26,67,0.209,3.18
reardje01,1986,1,WAS,NL,7,9,62,0,0,0,35,267,83,39,12,26,67,0.251,3.94
reardje01,1987,1,MIN,AL,8,8,63,0,0,0,31,241,70,40,14,28,83,0.232,4.48
reardje01,1988,1,MIN,AL,2,4,63,0,0,0,42,219,68,20,6,15,56,0.245,2.47
reardje01,1989,1,MIN,AL,5,4,65,0,0,0,31,219,68,33,8,12,46,0.246,4.07
reardje01,1991,1,BOS,AL,1,4,57,0,0,0,40,178,54,20,9,16,44,0.236,3.03
reedad01,2013,1,CHA,AL,5,4,68,0,0,0,40,214,56,30,6,23,72,0.215,3.79
reedad01,2014,1,ARI,NL,1,7,62,0,0,0,32,178,57,28,11,15,69,0.244,4.25
reedad01,2016,1,NYN,NL,4,2,80,0,0,0,1,233,60,17,4,13,91,0.21,1.97
reedad01,2017,1,NYN,NL,1,2,48,0,0,0,19,147,49,14,6,6,48,0.255,2.57
reedho01,1966,2,LAA,AL,0,1,19,1,0,0,1,129,39,14,5,15,17,0.24,2.93
reedri01,1997,1,NYN,NL,13,9,33,31,2,0,0,625,186,67,19,31,113,0.239,2.89
reedro01,1967,1,ATL,NL,1,1,3,3,0,0,0,64,21,7,1,3,11,0.26,2.95
reedro01,1976,1,PHI,NL,8,7,59,4,1,0,14,384,88,35,8,32,96,0.193,2.46
reedro01,1977,1,PHI,NL,7,5,60,3,0,0,15,373,101,38,9,37,84,0.224,2.75
reedro01,1978,1,PHI,NL,3,4,66,0,0,0,17,326,87,27,6,23,85,0.223,2.24
reedro01,1982,1,PHI,NL,5,5,57,2,0,0,14,294,85,29,4,24,57,0.235,2.66
reedst01,1995,1,COL,NL,5,2,71,0,0,0,3,252,61,20,8,21,79,0.203,2.14
reedst01,1998,1,SFN,NL,2,1,50,0,0,0,1,164,30,9,4,19,50,0.16,1.48
reedst01,2002,1,SDN,NL,2,4,40,0,0,0,1,123,33,9,2,10,36,0.228,1.98
reedst01,2002,2,NYN,NL,0,1,24,0,0,0,0,78,23,6,0,4,14,0.24,2.08
reganph01,1966,1,LAN,NL,14,1,65,0,0,0,21,350,85,21,6,24,88,0.2,1.62
reganph01,1967,1,LAN,NL,6,9,55,3,0,0,6,289,108,32,2,32,53,0.28,2.99
reganph01,1968,2,CHN,NL,10,5,68,0,0,0,25,381,109,31,9,24,60,0.23,2.2
reisbo01,1935,1,LAN,NL,3,2,14,2,1,0,2,124,46,13,0,24,7,0.27,2.83
remlimi01,1999,1,ATL,NL,10,1,73,0,0,0,1,251,66,22,9,35,81,0.215,2.37
remlimi01,2001,1,ATL,NL,3,3,74,0,0,0,1,225,67,23,9,23,93,0.234,2.76
remlimi01,2002,1,ATL,NL,7,3,73,0,0,0,0,204,48,15,3,28,69,0.198,1.99
renifha01,1961,1,NYA,AL,2,0,25,0,0,0,2,136,31,13,1,31,21,0.19,2.58
renifha01,1963,1,NYA,AL,4,3,48,0,0,0,18,268,63,26,3,42,56,0.2,2.62
renkost01,1973,1,WAS,NL,15,11,36,34,9,0,1,749,201,78,26,108,164,0.218,2.81
rescixa01,1943,1,PIT,NL,6,9,37,14,5,1,2,398,125,44,6,45,41,0.25,2.98
resopch01,2010,2,PIT,NL,0,0,22,0,0,0,0,57,10,4,1,10,24,0.156,1.89
reuscri01,1972,1,CHN,NL,10,8,21,18,5,4,0,387,127,42,3,29,87,0.259,2.93
reuscri01,1973,1,CHN,NL,14,15,36,36,7,3,0,711,244,79,15,62,168,0.263,3.0
reuscri01,1977,1,CHN,NL,20,10,39,37,8,4,1,756,233,78,13,74,166,0.247,2.79
reuscri01,1981,2,NYA,AL,4,4,12,11,3,0,0,212,75,21,4,10,22,0.28,2.67
reuscri01,1985,1,PIT,NL,14,8,31,26,9,1,1,582,153,49,7,52,138,0.215,2.27
reuscri01,1987,1,PIT,NL,8,6,25,25,9,3,0,531,163,54,12,35,80,0.246,2.75
reuscri01,1989,1,SFN,NL,17,8,32,32,2,0,0,625,195,68,18,54,111,0.247,2.94
reussje01,1975,1,PIT,NL,18,11,32,32,15,6,0,712,224,67,10,78,131,0.253,2.54
reussje01,1980,1,LAN,NL,18,6,37,29,10,6,3,688,193,64,12,40,111,0.227,2.51
reussje01,1981,1,LAN,NL,10,4,22,22,8,2,0,458,138,39,6,27,51,0.243,2.3
reussje01,1983,1,LAN,NL,12,11,32,31,7,0,0,670,233,73,12,50,143,0.271,2.94
reussje01,1985,1,LAN,NL,14,10,34,33,5,3,0,638,210,69,13,58,84,0.26,2.92
reyesal01,1995,1,MIL,AL,1,1,27,0,0,0,1,100,19,9,3,18,29,0.167,2.43
reyesal01,2002,1,PIT,NL,0,0,15,0,0,0,0,51,9,5,1,7,21,0.161,2.65
reyesal01,2005,1,SLN,NL,4,2,65,0,0,0,3,188,38,15,5,20,67,0.177,2.15
reyesal02,2016,1,SLN,NL,4,1,12,5,0,0,1,138,33,8,1,23,52,0.201,1.57
reyesan01,2008,2,CLE,AL,2,1,6,6,0,0,0,103,31,7,2,12,15,0.242,1.83
reyesde01,2006,1,MIN,AL,5,0,66,0,0,0,0,152,35,5,3,15,49,0.197,0.89
reyesde01,2008,1,MIN,AL,3,0,75,0,0,0,0,139,40,12,4,15,39,0.235,2.33
reynoal01,1943,1,CLE,AL,11,12,34,21,11,3,3,596,140,66,3,109,151,0.2,2.99
reynoal01,1952,1,NYA,AL,20,8,35,29,24,6,6,733,194,56,10,97,160,0.21,2.06
reynobo01,1973,1,BAL,AL,7,5,42,1,0,0,9,333,88,24,3,31,77,0.219,1.95
reynobo01,1974,1,BAL,AL,7,5,54,0,0,0,7,208,75,21,4,14,43,0.278,2.73
reynoke01,1975,1,SLN,NL,0,1,10,0,0,0,0,51,12,3,0,11,7,0.203,1.59
reynoma02,2010,1,COL,NL,1,0,21,0,0,0,0,54,10,4,2,5,17,0.164,2.0
reynoma02,2013,1,ARI,NL,0,2,30,0,0,0,2,82,25,6,2,5,23,0.24,1.98
reynosh01,1996,1,HOU,NL,16,10,35,35,4,1,0,717,227,97,20,44,204,0.249,3.65
reynosh01,1998,1,HOU,NL,19,8,35,35,3,1,0,700,257,91,25,53,209,0.28,3.51
rhemfl01,1926,1,SLN,NL,20,7,34,34,20,1,0,774,241,92,12,75,72,0.25,3.21
rhodear01,2001,1,SEA,AL,8,0,71,0,0,0,3,204,46,13,5,12,83,0.189,1.72
rhodear01,2002,1,SEA,AL,10,4,66,0,0,0,2,209,45,18,4,13,81,0.187,2.33
rhodear01,2005,1,CLE,AL,3,1,47,0,0,0,0,130,33,10,2,12,43,0.206,2.08
rhodear01,2008,1,SEA,AL,2,1,36,0,0,0,1,66,17,7,0,13,26,0.227,2.86
rhodear01,2009,1,CIN,NL,1,1,66,0,0,0,0,160,37,15,3,20,48,0.198,2.53
rhodear01,2010,1,CIN,NL,4,4,69,0,0,0,0,165,38,14,4,18,50,0.196,2.29
rhoderi01,1976,1,LAN,NL,12,3,27,26,10,3,0,543,165,60,17,53,77,0.242,2.98
rhoderi01,1984,1,PIT,NL,14,9,33,33,6,3,0,715,216,72,13,62,136,0.243,2.72
rhoderi01,1986,1,PIT,NL,15,12,34,34,12,1,0,761,211,80,17,76,159,0.228,2.84
ribande01,1968,1,DET,AL,2,2,14,0,0,0,1,73,20,6,1,10,7,0.21,2.22
ricesa01,1915,1,MIN,AL,1,0,4,2,1,0,0,54,13,4,0,9,9,0.21,2.0
ricesa01,1916,1,MIN,AL,0,1,5,1,0,0,0,64,18,7,0,10,3,0.23,2.95
richacl01,2016,2,SDN,NL,3,3,11,9,0,0,0,161,58,15,4,24,34,0.278,2.52
richaga01,2014,1,LAA,AL,13,4,26,26,1,1,0,506,124,49,5,51,164,0.201,2.61
richaga01,2016,1,LAA,AL,1,3,6,6,0,0,0,104,31,9,2,15,34,0.238,2.34
richaga01,2017,1,LAA,AL,0,2,6,6,0,0,0,83,18,7,1,7,27,0.18,2.28
richago01,1964,1,SLN,NL,4,2,19,6,1,0,1,141,40,12,2,15,28,0.23,2.3
richajr01,1976,1,HOU,NL,20,15,39,39,14,3,0,873,221,89,14,151,214,0.212,2.75
richajr01,1977,1,HOU,NL,18,12,36,36,13,3,0,801,212,88,18,104,214,0.218,2.97
richajr01,1978,1,HOU,NL,18,11,36,36,16,3,0,826,192,95,12,141,303,0.196,3.11
richajr01,1979,1,HOU,NL,18,13,38,38,19,4,0,877,220,88,13,98,313,0.209,2.71
richajr01,1980,1,HOU,NL,10,4,17,17,4,4,0,341,65,24,2,40,119,0.166,1.9
richatr01,2019,2,TBA,AL,3,0,7,3,0,0,0,70,23,5,3,5,24,0.253,1.93
richepe01,1965,1,TEX,AL,15,12,34,29,6,0,0,582,146,56,18,84,161,0.21,2.6
richepe01,1967,2,BAL,AL,7,10,26,19,5,1,2,397,107,44,11,41,90,0.22,2.99
richepe01,1969,1,BAL,AL,7,4,44,0,0,0,12,172,42,14,7,14,54,0.2,2.2
richepe01,1970,1,BAL,AL,7,2,50,0,0,0,13,164,36,12,5,24,66,0.194,1.98
richepe01,1972,1,LAN,NL,2,3,37,0,0,0,6,156,42,13,3,18,38,0.219,2.25
richepe01,1974,2,PHI,NL,2,1,21,0,0,0,0,61,15,5,0,4,9,0.205,2.21
riddlel01,1940,1,CIN,NL,1,2,15,1,1,0,2,101,30,7,0,17,9,0.25,1.87
riddlel01,1941,1,CIN,NL,19,4,33,22,15,4,1,650,180,54,8,59,80,0.22,2.24
riddlel01,1943,1,CIN,NL,21,11,36,33,19,5,3,781,235,76,6,107,69,0.24,2.63
ridzist01,1964,1,TEX,AL,5,5,49,3,0,0,2,336,96,36,10,31,60,0.23,2.89
riedljo01,2001,1,CIN,NL,1,1,29,0,0,0,1,101,22,9,1,14,23,0.186,2.41
riedljo01,2002,1,CIN,NL,2,4,33,0,0,0,0,140,39,14,2,26,30,0.234,2.7
righeda01,1981,1,NYA,AL,8,4,15,15,2,0,0,316,75,24,1,38,89,0.196,2.05
righeda01,1984,1,NYA,AL,5,6,64,0,0,0,31,289,79,25,5,37,90,0.223,2.34
righeda01,1985,1,NYA,AL,12,7,74,0,0,0,29,321,96,33,5,45,92,0.241,2.78
righeda01,1986,1,NYA,AL,8,8,74,0,0,0,46,320,88,29,4,35,83,0.226,2.45
righeda01,1987,1,NYA,AL,8,6,60,0,0,0,31,285,95,37,9,44,77,0.262,3.51
righeda01,1989,1,NYA,AL,2,6,55,0,0,0,25,207,73,23,3,26,51,0.277,3.0
righeda01,1990,1,NYA,AL,1,1,53,0,0,0,36,159,48,21,8,26,43,0.234,3.57
rignejo01,1947,1,CHA,AL,2,3,11,7,2,0,0,152,42,11,3,15,19,0.22,1.95
rijojo01,1988,1,CIN,NL,13,8,49,19,0,0,0,486,120,43,7,63,160,0.209,2.39
rijojo01,1989,1,CIN,NL,7,6,19,19,1,1,0,333,101,35,6,48,86,0.249,2.84
rijojo01,1990,1,CIN,NL,14,8,29,29,7,1,0,591,151,59,10,78,152,0.212,2.7
rijojo01,1991,1,CIN,NL,15,6,30,30,3,1,0,613,165,57,8,55,172,0.219,2.51
rijojo01,1992,1,CIN,NL,15,10,33,33,2,0,0,633,185,60,15,44,171,0.238,2.56
rijojo01,1993,1,CIN,NL,14,9,36,36,2,1,0,772,218,71,19,62,227,0.23,2.48
rijojo01,2001,1,CIN,NL,0,0,13,0,0,0,0,51,19,4,2,9,12,0.271,2.12
rincoan01,1980,1,SLN,NL,3,1,4,4,1,0,0,93,23,9,1,7,22,0.215,2.61
rincoan01,1981,1,SLN,NL,3,1,5,5,1,1,0,107,27,7,0,5,13,0.214,1.77
rincoju01,2004,1,MIN,AL,11,6,77,0,0,0,2,246,52,24,5,32,106,0.181,2.63
rincoju01,2005,1,MIN,AL,6,6,75,0,0,0,0,231,63,21,2,30,84,0.224,2.45
rincoju01,2006,1,MIN,AL,3,1,75,0,0,0,1,223,76,24,2,24,65,0.27,2.91
rincori01,1998,1,PIT,NL,0,2,60,0,0,0,14,195,50,21,6,29,64,0.208,2.91
rincori01,2000,1,CLE,AL,2,0,35,0,0,0,0,60,17,6,1,13,20,0.224,2.7
rincori01,2001,1,CLE,AL,2,1,67,0,0,0,2,162,44,17,3,21,50,0.223,2.83
riskeda01,2001,1,CLE,AL,2,0,26,0,0,0,1,82,20,6,3,18,29,0.206,1.98
riskeda01,2003,1,CLE,AL,2,2,68,0,0,0,8,224,52,19,9,20,82,0.196,2.29
riskeda01,2007,1,KCR,AL,1,4,65,0,0,0,4,209,61,19,8,27,52,0.24,2.45
ritchja01,1964,1,BOS,AL,1,1,21,0,0,0,0,138,43,14,4,14,35,0.24,2.74
ritchwa01,1991,1,PHI,NL,1,2,39,0,0,0,0,151,44,14,4,17,26,0.234,2.5
ritchwa01,1992,1,PHI,NL,2,1,40,0,0,0,1,117,44,13,3,17,19,0.288,3.0
riverbe01,1992,2,PHI,NL,7,3,20,14,4,1,0,306,78,32,8,32,66,0.211,2.82
riverfe01,2015,1,WAS,NL,2,1,49,0,0,0,2,145,35,15,2,11,43,0.199,2.79
riverfe01,2017,1,PIT,NL,5,3,73,0,0,0,21,226,47,14,4,20,88,0.171,1.67
riverfe01,2018,1,PIT,NL,4,2,70,0,0,0,37,210,63,21,4,24,89,0.232,2.7
riverfe01,2019,1,PIT,NL,5,1,56,0,0,0,28,180,43,11,5,13,90,0.197,1.65
riverma01,1996,1,NYA,AL,8,3,61,0,0,0,5,323,73,25,1,34,130,0.189,2.09
riverma01,1997,1,NYA,AL,6,4,66,0,0,0,43,215,65,15,5,20,68,0.237,1.88
riverma01,1998,1,NYA,AL,3,0,54,0,0,0,36,184,48,13,3,17,36,0.215,1.91
